6975;16793;15387;23546;20061;35518;20553;8155;26378;2208;0;6394;14317;7612;22167;35860;34101;16080;15712;5426;22641;42661;6576;25027;20923;14241;22415;5531;37112;29143;33873;15526;8918;39188;19355;21649;43924;19706;39675;17127;22438;18856;30655;13224;37897;15299;35775;13602;33971;20808;8420;13120;20797;15307;37093;25003;25118;22442;26841;22563;6681;10787;33933;22900;7684
2137;17228;15822;22020;20496;20637;18043;1549;20897;4129;7409;0;21851;12238;18837;23669;23864;17304;12971;7214;19311;20555;9372;18948;20747;16576;19286;2306;37547;20529;34309;10431;5211;24308;13276;19139;21565;20141;27485;13202;20129;14932;24576;16378;25706;9220;23585;14473;21781;21243;4432;7041;15658;11154;22823;32537;19040;16363;20762;16484;8389;11844;26437;16821;15221
20435;28200;26795;34953;31469;35537;31960;21615;37785;15115;13994;19854;0;9153;33574;35879;45508;16099;27119;13612;34049;46104;18971;38173;32330;12084;33823;19456;48519;37344;45281;29005;22396;39207;33914;33056;47367;31114;39694;30606;33845;32335;44071;11514;37915;30819;35794;24869;33990;32215;21899;26706;32205;28786;48501;4731;39749;37709;39927;35708;10437;22201;45341;33237;6973
11785;19786;18380;26539;23054;37038;23546;12965;29371;8092;7011;11204;8941;0;25160;37380;37094;17601;18705;10870;25634;44182;6070;29837;23916;13417;25409;11198;40105;30663;36867;19510;12901;40709;24165;24642;45445;22699;41196;21110;25431;22840;35465;14744;39417;20109;37296;12579;35492;23801;12403;17930;23790;19291;40087;10609;41251;27252;41428;27373;11770;7901;36926;34739;4315
17877;8185;8130;3474;6386;53938;1906;20564;11602;23331;22250;19394;32756;26274;0;54280;6073;34500;9873;27774;2956;61081;18692;37436;5147;32660;11465;17563;14029;47562;10584;23845;18616;57608;31184;3002;62344;6031;58095;24524;7337;27175;52372;31644;56316;27708;54195;12331;52391;6424;19465;25529;11262;23626;5033;43419;37528;34851;39250;34972;28682;15729;8647;35309;26111
22636;50129;48723;41764;53397;2259;37788;21787;36776;24469;36941;22611;36573;39763;38581;0;67437;25188;28537;21698;39055;8410;28886;16602;54259;22704;36118;22866;70448;26760;67209;21063;24956;2798;16926;38884;7415;53042;4915;22679;55773;23981;19726;22506;5524;14285;3661;46797;8721;54143;24177;16758;31893;21788;42567;43871;13139;8868;10191;12341;22340;44123;67269;9748;34446
21835;11907;11852;2559;10371;66815;6486;24522;12794;36209;35128;23352;45634;39152;5525;67157;0;47378;15046;40652;4543;73959;31677;51843;7984;45538;14509;21521;12199;60440;8749;27803;22573;70486;53578;6229;75222;9459;70973;28482;8002;32260;46887;44521;69194;31665;67073;16289;65269;9185;23422;29486;14358;27584;2511;56297;52731;38809;43208;54947;41560;27799;6811;39267;38989
23720;31381;29975;38134;34649;21605;35140;15373;37618;18302;17167;15858;17834;21015;36755;21948;48689;0;30300;9659;37229;24466;22138;24241;35511;4665;36960;23151;51700;8508;48461;21905;25050;25276;19982;36236;24513;34294;25763;23521;37025;24823;30140;5302;23984;16887;21863;28050;20059;35396;20238;12774;35385;22630;51681;25125;25818;23778;25995;21777;9504;25375;48521;19306;15687
11553;14321;12916;13318;17590;30985;9563;14240;9519;17031;15950;13070;26458;19974;10349;31327;15702;28202;0;21476;16558;54784;12489;23572;18452;26363;6861;11239;34641;41265;31402;9591;9088;34656;16931;10659;56047;17235;35143;10271;8000;12922;24649;25346;33364;13574;31242;11558;29439;18336;10531;19205;5242;9373;13584;37121;22511;22905;27304;20220;22384;11543;31462;28985;19813
7552;21278;19872;28031;24546;21619;25037;6695;30863;7018;5761;7058;13288;9671;26652;21961;38586;8586;20197;0;27126;17687;11858;24255;25408;4845;26900;11691;41597;15012;38358;13341;14631;25290;19996;26133;18698;24191;25777;22840;26922;24837;30154;4826;23998;12317;21877;17903;20073;25293;10250;8170;25282;15079;41578;23985;25832;23792;26009;21791;2927;15088;38418;19320;6187
17795;8126;8071;4258;6327;53855;3784;20482;12523;23249;22167;19312;32674;26192;2908;54197;5052;34418;17330;27691;0;60999;18609;37354;3595;32578;12779;17481;13008;47480;9563;23762;18533;57526;31102;4880;62262;5157;58013;24442;7731;27093;51350;31561;56234;27625;54112;12249;52309;4884;19382;25446;13733;23544;5062;43337;37445;34769;39168;34889;28600;15646;7626;35227;26028
27413;56222;54816;62975;59490;9604;59982;21029;41310;20122;43035;21429;45365;45856;61596;8001;73530;32589;33071;21816;62070;0;46989;19478;60352;22822;40653;27643;76541;18040;73303;25597;29732;10634;21560;61078;1263;59135;6012;27213;61867;28515;22602;22624;4552;18919;4782;52891;3529;60237;24339;16876;36427;26322;88983;41373;16015;13975;16192;18670;22458;50216;73362;4697;40539
8643;13825;12420;20578;17094;39259;17585;9823;21353;8633;7552;8061;18050;6280;19199;39602;31133;19822;11991;13083;19674;46403;0;26695;17955;17982;19448;8055;34144;32884;30906;16388;9779;42930;21022;18681;47666;16739;43417;17989;19470;19718;32323;16965;41638;16966;39517;6631;37713;17840;9282;14787;17076;16169;34126;28741;26786;24110;28509;24230;13991;2811;30966;24568;11420
20382;36054;34648;53437;39322;13853;33798;19533;18574;23808;24668;20357;41786;29497;36327;14388;51692;30401;22479;26911;56903;22240;26631;0;59121;27917;17917;20612;80204;31973;58944;14122;19526;17524;5381;33108;23276;38967;18071;15649;23025;9266;4270;27719;22747;13446;20625;32723;18821;40069;19502;14141;19650;16413;51813;49083;4270;7627;7104;2877;27553;29103;57007;19063;39659
17965;5678;6330;6674;2494;53399;7621;20652;16360;22792;21711;19482;32217;25735;6421;53741;8353;33961;17500;27235;3682;60542;18261;37524;0;32122;16616;17651;11833;47024;9936;23932;18703;57069;31272;8717;61805;1562;57557;24612;11568;27263;54652;31105;55778;27795;53656;11591;51852;1779;19552;25616;15344;23714;7477;42880;37615;34939;39338;35059;28143;16898;8178;35397;25572
10693;26611;25205;33364;29879;20113;30371;9836;36126;13533;12409;18260;13056;16245;31985;20455;43919;5497;25530;4692;32459;16181;17380;22749;30741;0;32233;17863;46930;13506;43692;20413;20803;23784;18490;31467;17191;29524;24271;22029;32256;23331;28648;1098;22492;15395;20371;23280;18567;30626;19655;11282;30615;21138;46911;20337;24325;22286;24503;20285;3817;20605;43751;17814;10928
18406;19234;17828;11410;18535;40981;9930;21295;2208;24321;23240;20125;33749;27264;11057;41323;13794;35493;7580;28766;14317;75307;19780;17781;17119;33653;0;18092;25437;42863;21992;16042;15539;44651;19967;9240;76570;18180;45139;11005;5868;13354;18351;32636;43360;23570;41238;16736;39434;18573;16982;26259;2314;16651;11676;44412;22316;25674;25151;19201;29675;18834;20055;36040;27103
2021;14907;13501;19699;18175;22540;15723;3979;19487;5303;6138;2809;18723;10890;16516;25572;21543;20486;10650;9414;16990;22458;7235;20851;18426;18479;17875;0;35226;22432;31988;10191;3529;26211;15446;16819;23468;17820;29388;11649;17808;13522;23163;17630;27609;11123;25488;12152;23684;18922;2826;8944;15735;9472;20502;29405;20943;18266;22665;18387;10589;9067;24116;18724;12093
37249;14983;15226;11888;11247;68954;15445;40049;26165;38348;37267;38287;47773;41291;13270;69297;12075;49517;35551;42791;12288;76098;33817;68544;10944;47677;27827;36886;0;62579;3348;41983;39826;72625;70278;16541;77361;10335;73112;42662;17214;45313;63588;46660;71333;47192;69212;27300;67408;10061;39328;45013;40636;41764;15067;58436;57012;54335;73344;54456;43699;29938;5137;66655;41128
18172;45544;44138;52297;48812;24770;49304;17088;40783;32466;32357;17708;34687;35178;50918;25112;62852;9367;44463;15454;51392;17216;36311;27406;49674;10046;40125;19992;65863;0;62625;25070;22061;28441;23147;50400;18479;48457;23228;26686;51189;27988;33305;10683;21768;20052;21998;42213;12420;49559;23403;15939;35900;25795;65844;30695;28983;26943;29160;24942;15299;39538;62684;9122;29861
26739;15421;16891;9047;11686;66760;12604;29427;22661;36154;35073;28256;45579;39097;10430;67103;8571;47323;26275;40597;9447;73904;31623;59825;9301;45483;20880;26425;3689;60385;0;32707;27478;70431;61560;13700;75167;10773;70918;33386;14373;36037;54870;44466;69139;36570;67018;25106;65214;10500;28327;34391;22553;32488;11564;56242;46390;43713;71150;43834;41505;27744;2971;64461;38934
10565;21336;19930;26281;24604;22014;22305;7772;19162;13797;14715;12284;33709;19561;23098;22356;38644;22324;9503;13158;23573;23886;15772;14295;25466;19840;18504;10251;41655;23896;38417;0;7335;25685;7653;23401;24922;24249;26172;5178;17112;6367;15371;19642;24393;4603;22272;18572;20468;25351;7311;10510;12859;2754;37669;41007;13233;13934;18333;10942;19476;18558;38476;19715;20630
4770;16248;14842;21040;19516;23058;17063;7661;17027;8003;8921;6491;21466;13768;17857;23400;33556;23230;8433;13874;18331;24930;9978;18562;19767;22160;15416;4456;36567;26114;33329;6614;0;26729;11920;18160;25966;19161;27216;9333;16043;11063;19638;20374;25437;8871;23316;13493;21512;20263;2652;9285;11789;5947;21843;32149;17501;18022;22421;15210;17674;13296;25457;22406;14837
25842;53334;51928;44970;56602;5474;40993;24992;39982;27674;40147;25817;39779;42968;41786;2798;70642;28394;31743;24904;42261;9246;32091;19807;57464;25909;39324;26072;73653;29965;70415;24269;28161;0;19010;42089;8251;56247;4274;25884;58979;27186;22932;25712;6360;17490;5882;50003;11448;57349;27382;19963;35098;24994;45773;47076;16345;12073;13396;15546;25546;47328;70474;12475;37651
16621;32293;30887;54794;35561;15191;31773;15772;20425;20047;20907;16596;34349;25736;32566;20042;53048;22964;16546;19475;33040;21572;22870;4842;36423;20480;19767;16851;52612;24536;60300;8189;13593;18862;0;57208;22608;35206;19409;10688;24875;8725;6789;20283;22079;5209;19957;28962;18153;36308;13569;11150;21500;9797;53169;41647;6864;8419;10256;3289;20117;25342;58363;17400;28720
17713;11120;11065;3962;9321;53534;1096;20400;9305;22927;21846;19230;32352;25870;2772;53876;6334;34096;9788;27370;5103;60677;18288;27445;7905;32256;9169;17399;16223;47158;12778;17878;18451;57204;25217;0;61940;8966;57691;17429;5365;23017;28014;31239;55912;27544;53791;11927;51987;9359;19301;25365;10179;17659;5141;43015;37364;34687;39086;34808;28278;15325;10841;35145;25707
28721;51555;50149;58308;54823;8728;55315;22337;42619;25895;38368;22737;46538;41189;56929;7126;68863;33761;34380;23125;57403;1383;42322;20786;55685;24130;41961;28951;71874;19213;68636;26906;31041;9758;22869;56411;0;54468;5136;28522;57200;29824;23911;23933;3676;20228;3906;48224;4528;55570;25648;18184;37736;27631;71855;42546;17323;15284;17501;20630;23767;45549;68695;5696;35872
17187;4719;4891;9014;912;51960;8539;19394;17279;21354;20272;18224;30779;24297;7663;52302;9126;32523;16243;25796;4893;59104;16822;36266;1275;30683;17535;16393;10759;45585;10708;22675;17446;55631;30014;9635;60367;0;56118;23354;12487;26005;55424;29666;54339;26538;52217;10153;50414;1288;18295;24359;21328;22456;9817;41442;36358;33681;38080;33802;26705;15460;8950;34139;24133
26437;51081;49675;57834;54349;6295;54841;21863;42145;25421;37894;22264;37526;40715;56455;4693;68389;26141;33906;22651;56929;6267;41848;20323;55211;23656;41487;26667;71400;22038;68162;26432;28757;4303;22395;55937;5271;53995;0;28048;56726;29350;23447;23459;3380;19754;3238;47750;7682;55096;25174;17710;37262;27157;71382;44823;16860;12668;13992;16141;23293;45075;68221;10580;35398
12765;20631;19225;22282;23899;26734;21600;15654;12017;15997;16914;14484;29460;21761;22393;27076;31909;27044;8798;21867;22867;28606;17972;17786;27077;24560;10405;12451;43266;28616;40027;6131;9898;30405;12680;20112;29642;23544;30892;0;16741;6867;18355;24362;29113;9323;26992;17867;25188;26961;8927;15230;10599;1857;22548;40143;18260;18654;23053;15969;24196;17853;40087;24435;22830
18626;15643;14238;5496;12622;54752;4842;21313;4960;24145;23064;20143;33570;27089;7123;55094;7880;35314;7925;28588;8404;61896;19506;23410;11206;33475;6674;18312;19524;48377;16079;16307;15803;58422;25595;4152;63159;12267;58910;14424;0;18982;23979;32458;57131;20290;55009;13146;53205;12659;20213;26277;6925;16088;5762;44233;27945;35600;39999;24829;29496;16543;14141;36058;26925
15988;26170;24765;30344;29439;27304;29607;20421;14383;19221;20138;17708;32684;24985;27932;27646;32769;27614;14337;24124;28407;69361;21195;8811;30300;25130;13726;15674;46489;29186;40021;8536;13122;30974;10299;28917;30212;29084;31462;6250;18834;0;13076;24932;29683;9893;27561;23406;25757;30185;13216;15799;15459;7018;32890;46296;12781;19224;15615;9625;24766;23392;38084;25005;26054
29224;38712;37306;48961;41980;16980;51628;28374;18781;32649;33509;29198;46952;38338;51383;17515;47215;35567;26879;32077;52427;56955;35473;3944;54645;33083;18123;29454;75728;58352;54468;18522;23926;20651;7581;51376;26403;56119;21198;15855;47583;10420;0;32885;25873;17846;23752;35948;21948;55846;23902;23752;19856;20130;47337;53458;7396;10754;10231;7285;32719;37945;52530;21553;44824
10940;25842;24436;32595;29110;20591;29602;10083;35427;12764;11640;17493;12287;15476;31216;20933;43150;4733;24761;4940;31690;16659;16611;23227;29972;1175;31464;17096;46161;13984;42923;20890;20036;24261;18968;30698;17669;28755;24749;22506;31487;23808;29126;0;22970;15873;20848;22511;19044;29857;19536;11760;29846;21615;46142;19568;24803;22763;24981;20762;3334;19836;42982;18291;10159
28185;51019;49613;57772;54287;7537;54779;21801;42083;25359;37831;22201;46449;40653;56393;5935;68327;33672;33844;22589;56867;4831;41785;20250;55149;23594;41425;28415;71338;19124;68099;26370;30504;7635;22333;55875;3566;53932;3464;27985;56664;29287;23374;23397;0;19691;3370;47688;7619;55034;25112;17648;37199;27094;71319;42457;16787;14747;16965;19442;23231;45013;68159;9144;35336
11436;27108;25702;30564;30376;17469;26587;10586;22617;14861;15722;11411;29164;20550;27381;17811;44416;17779;14378;14289;27855;19341;17685;9616;31238;15295;21959;11666;47427;19351;44188;4746;13755;21140;4774;27683;20377;30021;21627;8519;28673;9821;14816;15098;19848;0;17727;23777;15923;31123;12976;5965;17733;7628;31367;36462;10638;9835;14234;8063;14931;20157;44248;15170;27037
26004;48837;47432;55590;52106;5047;52597;19619;39901;23178;35650;20020;35282;38471;54211;3445;66145;23897;31662;20407;54686;4898;39604;18068;52967;21413;39243;26233;69156;25469;65918;24188;28323;6077;20151;53693;3902;51751;3135;25804;54482;27106;21193;21215;2810;17510;0;45506;5438;52852;22930;15466;35018;24913;69138;42579;14606;12566;14783;17912;21049;42831;65978;8092;33155
12374;7683;6277;13592;10951;44079;10598;15065;16424;13473;12391;13304;22898;16416;12212;44421;25018;24642;10686;17916;12687;51223;8834;31100;11813;22802;16287;12010;28029;37704;24790;17119;14951;47750;24458;11694;52486;10596;48237;17798;12483;20449;32176;21785;46458;22209;44337;0;42533;11698;14453;20030;15772;16900;16845;33561;32029;29352;48469;29473;18824;3564;24850;41780;16253
24344;47178;45772;53931;50447;8734;50938;17960;38242;21518;33991;18361;33623;36812;52552;9076;64486;22238;30003;18748;53027;3763;37945;16409;51308;19754;37584;24574;67497;14544;64259;22529;26664;12405;18492;52034;4799;50092;7413;24145;52823;25447;19534;19556;6532;15851;5327;43847;0;51193;21271;13807;33359;23254;67479;40920;12947;10907;13124;16253;19390;41172;64319;3802;31495
17928;5460;6112;8208;1266;53181;10237;20615;24092;22574;21493;19445;31999;25517;7956;53523;10001;33743;17463;27017;5217;60324;18043;37487;2315;31903;19233;17614;10326;46805;10296;23895;18666;56851;31235;11333;61587;1220;57338;24575;14185;27226;56300;30887;55559;27758;53438;11373;51634;0;19515;25579;22548;23677;12994;42662;37578;34902;39301;35022;27925;16680;8512;35360;25354
3359;17198;15792;21989;20466;20800;18013;3891;18391;9203;10121;3611;22666;15096;18806;21142;34506;24430;9796;9521;19281;22672;11178;18942;20717;17250;16779;3998;37517;21204;34278;6994;2211;24470;12301;19109;23708;20111;24958;10696;20099;12426;20019;17052;23179;9251;21057;14443;19253;21212;0;7027;13152;7143;22793;33349;19147;16471;20870;15590;10695;11358;26407;17496;16036
8767;24438;23033;27895;27707;15216;23918;4728;23270;12192;13052;8742;25824;17881;24711;15558;41747;12249;18846;8277;25186;17088;15016;17572;28569;11954;21659;8997;44758;15474;41519;9062;11086;18886;10197;25014;18124;27352;19374;13735;26004;15037;20354;11757;17595;5847;15473;21107;13669;28453;8322;0;18032;10800;28698;33121;17664;14987;19606;15108;11591;17488;41579;11766;23696
15786;19544;18138;12095;22812;34816;10615;18676;4513;22253;21172;17505;31681;25196;10529;35159;14479;33425;5513;26699;15003;36688;17712;19529;17805;31585;2305;15472;39863;46487;22677;13423;12919;38487;21714;9925;37725;22457;38974;8386;6554;15101;20098;30568;37195;17406;35074;16780;33270;19258;14363;23640;0;10758;12361;42344;24064;26737;26898;20948;27607;16766;20740;33421;25036
9844;20026;18621;24972;23295;25401;20995;12734;12912;13077;13994;11564;26540;18841;21788;25744;37334;25712;8193;18947;22263;27273;15051;17989;24156;23227;11301;9530;40345;27283;37107;2944;6977;29072;11347;22091;28309;22940;29559;1896;15803;5603;17091;23030;27780;7991;25659;17262;23855;24041;7070;13897;10848;0;22525;37222;16927;17321;21720;14636;22864;17248;37167;23102;19910
21205;11676;11621;1777;9878;57265;4583;23892;10098;26659;25578;22722;36084;29602;4379;57608;2882;37828;12837;31102;4323;86588;22020;51780;8462;35988;11812;20891;14864;50890;10594;21450;21943;60936;53515;5353;87851;9523;61423;18911;5306;32197;46825;34971;59644;31036;57523;15659;55719;9915;22792;28857;11661;52372;0;46747;52668;38179;55503;54884;32010;19056;8657;38637;29439
32415;40184;38778;46937;43452;44033;43944;33595;49769;27098;25976;31833;3992;10755;45558;44376;57492;24596;39103;25598;46032;42692;30951;46669;44314;25772;45806;31436;60503;33931;57265;44333;34376;47704;42411;45040;43955;43097;48191;45949;45829;47251;52568;25251;47244;39316;44291;36853;42487;44199;33878;35203;44188;45058;60484;0;48246;46206;48423;44205;22649;34178;57324;46375;10043
20006;35677;34271;39133;38946;10370;35157;19156;22270;23431;24291;19980;38303;29120;35950;10904;52531;26918;25906;23428;36424;18756;26255;3744;39807;24433;21613;20235;55996;28489;52758;18432;22325;14040;6749;36253;19792;38591;14588;20048;26721;12178;6868;24236;19263;11654;17142;32346;15338;39692;21546;18487;23346;19157;52652;45600;0;4144;3620;3412;24070;28727;52818;15580;36175
18495;34166;32761;37622;37435;9267;33646;17645;25517;21920;22780;18469;37241;27609;34439;9802;51474;25856;24395;22366;34914;17695;24744;6991;38296;23371;24860;18725;54485;27427;51247;16921;20814;12937;8401;34742;18731;37080;13485;18537;35732;19839;10115;23174;18201;10143;16080;30835;14276;38181;20035;12317;27751;17646;38425;44538;3178;0;4963;4946;23008;27216;51307;14518;35113
21000;36671;35265;40127;39939;8841;36151;20150;26594;24425;38256;20974;37888;30114;36944;9376;53979;26503;26900;23013;37418;18342;27249;8067;40801;24019;25936;21229;56990;28075;53752;19426;23319;12512;11074;37247;19378;39585;13059;21042;38237;22344;11192;23821;18849;12648;11805;33340;14923;40686;22540;18072;30256;20151;56976;45185;4605;3776;0;7911;23655;29721;53811;15165;35761
17921;33593;32187;57806;36861;11911;33073;17072;20258;21347;22207;17896;35080;27036;33866;12446;56060;23695;18710;20205;34340;21880;24171;2877;37723;21211;19600;18151;53912;25267;50674;11201;20241;15582;3802;34169;22916;36506;16129;12852;24709;10115;7289;21013;22387;6583;14875;30262;18461;37608;19462;11680;21333;11961;56181;42377;3771;6241;7163;0;20847;26643;61375;17831;32953
9005;22637;21231;29390;25905;21059;26396;8148;32222;6598;6635;8511;10294;10616;28010;21401;39945;7758;21556;2176;28485;17127;13398;23695;26767;4018;28259;13231;42956;14452;39717;21359;16171;24730;19436;27492;18137;25550;25217;22975;28281;24276;29594;3335;23438;16341;21316;19305;19513;26651;11703;12228;26641;22084;42937;21124;25271;23232;25449;21231;0;16628;39777;18760;6774
11422;12821;11415;19668;16089;41543;15079;12602;22500;10916;9835;10840;20334;7392;16693;41885;28558;22106;11474;15367;17168;48687;3280;29474;16951;20266;18178;10834;31585;35168;28331;17907;11737;45214;23802;16175;49950;15734;45701;18586;16964;21237;35102;19249;43922;19745;41800;4631;39997;16836;11239;17566;16559;17688;31551;31025;29565;26889;31288;27009;16275;0;28391;27347;13704
24799;15006;14951;7107;10200;65214;10664;27487;20722;34608;33526;26316;44033;37551;8490;65556;6631;45777;24335;39051;7507;72358;30076;57886;7814;43937;18940;24485;5500;58839;2729;30767;25538;68885;59620;11760;73621;9288;69372;31446;12433;34098;52930;42920;67593;34630;65472;19254;63668;9015;26387;32451;20613;30548;9624;54696;44450;41774;46173;41894;39959;26198;0;42232;37388
19126;45122;41012;51875;48390;9456;48882;15087;36174;17426;17694;15227;31567;34756;35071;9798;62430;15145;27935;13965;35545;4700;33184;17131;49252;17697;35517;19356;65441;11911;62203;20461;21446;13126;16427;49978;5710;48035;10031;22077;50767;23379;20255;14782;8999;13786;8044;39086;3771;49137;18398;10934;31291;21186;65422;43612;13668;11629;13846;14738;14607;36411;62262;0;29439
12802;20574;19168;27327;23842;32819;24334;13982;30159;6545;5464;12220;7074;4875;25948;33161;37882;13382;19493;6594;26422;39963;8055;35455;24704;8628;26197;12214;40893;26444;37655;21371;14763;36490;31196;25430;41226;23487;36977;22972;26219;24702;41354;10530;35198;21125;33077;17383;31273;24589;14265;23988;24578;21153;40875;22287;37032;34992;37209;32991;6981;10197;37714;30520;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
