CODIGO_CLIENTE,ID_COMPRA,SEXO_CLIENTE,QTD_ITENS
960,1098266,F,6
7863,1308138,F,3
4475,1096604,F,67
8717,1375309,F,53
2182,781922,F,4
778,847865,M,7
3993,1106546,F,3
5435,1512977,F,14
3045,1610077,M,5
16751,1357263,F,3
4799,1572393,F,10
3984,1621525,M,16
14654,1213358,F,7
1692,1086623,M,4
20141,928684,F,19
11829,1896692,F,16
1205,1058006,F,13
2547,1117477,F,31
3373,811535,M,4
20930,895441,F,5
7325,914876,F,9
9532,1866101,F,24
25164,1755487,F,1
1735,1368185,F,15
20874,1644429,F,7
3960,1260649,F,185
10750,960531,M,1
1246,1254000,F,5
577,1058117,M,1
5078,1122044,F,9
5513,1922427,F,27
22154,1567164,F,11
536,759171,M,38
1473,1349005,F,5
2876,1755721,F,5
23762,1629955,F,16
1260,1050157,M,4
15234,1813397,F,28
1547,1581152,F,7
457,1558008,F,3
5757,1175388,M,4
1905,987456,M,7
1164,1926254,M,47
3566,1566826,M,3
349,1277482,F,9
1656,1804812,F,15
3663,1931043,F,13
7469,1867973,F,7
320,1580294,F,15
3658,1780466,F,14
1386,1109247,M,1
15040,1868868,F,6
12702,1615048,F,16
2687,1481586,M,0
4069,1373956,M,44
1263,1095425,F,4
1802,1430204,F,12
558,1527232,M,2
3616,1714232,F,6
11376,815407,F,4
6366,1857585,F,98
373,1696080,M,5
1473,1477446,F,3
4629,1677383,F,41
14295,1918502,F,30
1188,1198201,F,2
14119,1745252,F,30
1063,902861,M,2
1609,1332128,F,39
17906,1177514,F,111
1037,940323,F,6
5901,1078261,F,25
14185,1600066,F,19
14448,1653344,F,26
1037,1705176,F,2
5587,907526,F,4
7465,1623039,M,40
23647,1799496,F,23
14436,857409,F,115
5821,1743752,F,5
3941,1133110,M,12
1921,1554359,F,78
23647,1688759,F,9
5769,1339972,M,9
19031,972252,F,32
7620,1136077,F,58
12523,1033564,F,14
3623,1041796,M,5
2697,1526561,M,138
7032,1201246,M,14
2546,1109418,M,15
3698,1545137,F,14
376,1773876,F,15
6670,862973,F,2
14588,799838,F,21
446,1367546,F,20
4000,1177447,F,1
188,1178716,F,16
3208,1617156,F,157
17342,1731779,F,1
223,1753490,F,13
1995,1660461,F,3
20416,924054,F,5
3966,1195774,F,6
10553,1629952,F,10
2353,1231748,M,22
2109,1026810,F,3
7276,1820375,M,8
4822,1667745,M,5
570,1285484,F,31
1491,1034224,F,1
501,1868466,F,33
13613,1644112,F,17
6950,1359942,F,9
1572,1746898,F,32
9455,1641184,M,5
3556,775680,F,3
914,774406,F,28
4514,785665,M,10
975,1111495,M,6
423,855908,F,6
1071,1438046,M,142
3191,1485136,M,14
13843,1912185,F,31
260,1847005,M,4
839,1644425,F,2
18444,1158652,F,157
163,1598229,M,2
8199,1736188,F,75
623,1540404,F,8
9726,1807790,F,33
9052,1739751,F,54
4321,1214216,F,47
3374,1198744,F,49
6846,946282,F,4
2575,929407,M,3
508,1381580,M,2
11173,1006001,F,2
5210,972223,F,99
181,799638,F,21
2423,785837,F,3
301,965814,F,2
2576,1632754,F,16
17,1568955,F,9
5253,775751,M,4
8078,1146438,F,8
8764,1799224,F,38
4651,1826746,M,25
288,1250196,F,26
27392,1808792,F,1
1371,1458075,F,22
979,983848,F,74
181,1236683,F,11
3033,774338,F,35
810,1239029,F,28
6566,1730862,F,2
10397,953327,F,51
8320,1753188,F,8
11111,1268822,F,60
7728,1853274,F,21
3542,1567654,F,7
1830,1825374,F,50
10146,1403013,F,3
2164,1384647,M,36
5109,840753,F,7
5471,1766372,F,5
11963,1143715,F,7
5333,1705186,F,14
2762,1652843,F,0
5387,759159,M,4
3894,1708547,F,6
1802,1033531,F,15
10845,1133416,M,8
23588,1896508,F,5
5454,1641857,F,2
5618,1732027,M,2
2868,1043409,F,21
24058,1573584,F,12
1950,1290670,F,47
6748,1020654,F,52
8885,1049290,F,103
25443,1815458,F,1
28125,1912182,F,14
12209,1722947,F,4
5187,794101,M,5
277,767997,M,5
1467,1005180,F,12
1108,785682,M,2
3632,921105,F,18
4577,1239058,F,118
16273,1230362,F,10
8046,1721757,F,16
1949,900658,M,5
1943,1236910,F,5
1383,1233586,F,2
9829,964240,F,7
5414,1931340,M,15
1509,1705617,F,0
17338,1305690,F,9
2191,1512887,M,37
235,1760564,F,48
11346,880924,F,15
7058,1306258,F,4
6760,1314664,F,8
9653,1585622,F,57
8806,1677312,F,42
16687,897749,F,7
7,1677336,F,2
2367,1109453,M,17
1108,924219,M,45
2859,1103155,F,3
2064,1136482,M,14
9039,1870747,M,14
5513,1129708,F,28
11571,1082649,F,30
18146,1129730,F,13
9642,1431849,F,13
4633,1052975,F,8
9693,1369391,F,1
20403,1879389,F,6
2590,1636628,M,72
14370,1291224,F,4
6905,1125857,F,54
15384,1184328,M,110
527,1023775,F,120
7099,891296,F,14
1290,1502876,F,1
1037,1612126,F,3
20989,1566130,F,101
9538,1129724,M,10
13208,1565477,F,6
65,1612348,F,5
2808,1388865,F,13
13882,948404,F,17
8889,791693,M,3
6426,1017162,F,2
13700,1148232,F,3
17637,1540476,F,5
1350,1718108,F,3
4496,1220221,F,22
16933,1037540,F,153
24277,1688856,F,16
6077,869880,F,14
1081,857420,F,49
795,1565394,F,2
5924,1006515,M,36
8392,874811,F,19
3172,1127141,F,14
4903,1359760,F,37
2544,1177305,M,1
257,1016933,F,1
4431,1657801,F,6
15036,940997,F,3
1473,1114696,F,2
2686,771919,F,0
3006,1796386,M,2
414,1702111,M,6
1511,1586982,M,4
45,1180614,F,41
1045,1415284,F,2
3150,1102753,F,8
223,1202637,F,104
3494,1340046,F,2
7976,983812,F,16
4787,1658505,F,48
2364,1295540,F,22
3428,1683560,F,2
1363,1587016,F,8
6322,836193,M,48
1290,1472497,F,4
22872,1626886,F,11
93,1583322,F,29
4271,1598155,F,5
5043,1280221,F,36
3455,915203,M,1
9409,1017102,F,28
839,1306103,F,1
10990,799432,M,23
6410,1887731,M,36
2866,1637191,M,162
7919,1363049,M,7
14880,1870433,F,3
17919,1209761,F,16
1066,1447146,F,2
1184,1530237,F,26
729,821650,F,18
7467,1705195,F,4
874,1672029,F,61
1002,1763311,F,9
4714,1256099,F,20
1603,807589,F,45
867,1152698,F,8
994,1252862,F,34
16282,1208922,F,37
15350,1770618,F,3
524,1037549,M,10
1334,895213,M,6
21610,1272421,F,1
7045,1192201,F,19
4479,1816286,M,11
2423,1277486,F,6
10305,1692289,M,3
482,821623,M,1
2364,1467920,F,12
8834,789511,F,4
13527,1680748,F,2
7034,1181134,F,8
5135,1089571,M,48
3663,1248829,F,47
2216,870342,F,17
10878,895246,M,1
8270,1813325,F,1
23704,1539119,M,36
2242,1711624,M,6
492,810176,M,11
5240,858908,F,75
2024,1329455,F,118
548,1052968,F,52
3589,1856707,M,1
21032,1538479,F,36
13675,1321354,F,2
5932,1621273,F,0
7620,934569,F,4
5611,867912,F,6
3002,950815,F,24
3966,1829415,F,25
8916,1085814,F,26
11893,1677805,F,36
4631,1193825,M,5
1805,1601695,F,30
4923,1420466,M,27
21173,1030624,F,120
2476,1136055,M,11
6477,874553,F,6
1304,1892995,F,3
9235,1638841,M,4
12499,1005976,F,3
2257,1169343,F,2
5893,1835770,F,336
1306,1042419,M,6
2255,961415,M,8
6257,1202883,F,4
9497,1780128,F,42
7190,756494,F,2
2037,1906693,F,36
4566,762329,F,113
2762,1827006,F,68
3848,918080,M,2
1491,773088,F,1
5465,1307953,M,5
19499,791573,F,1
2131,1241850,M,33
11342,1844775,F,37
5790,1514940,F,4
11173,1834157,F,7
7727,1542952,F,1
6947,1162796,M,65
429,1216448,M,8
4935,1173560,F,1
10691,1178829,M,2
11324,1435928,F,67
376,1202628,F,5
4181,1882948,F,1
1780,1879164,M,2
3044,1739931,M,13
16276,1609956,F,6
17338,1359902,F,15
15541,882297,F,48
5132,1540396,M,3
14651,1856803,F,1
1802,1523660,F,4
5608,1816218,F,5
5524,1613720,F,15
713,1106321,M,11
1197,1143328,M,17
2752,1411165,F,6
16884,849916,F,4
17115,1402074,F,2
3049,1554349,F,4
3631,1729355,F,21
9141,1119042,M,7
9904,1039477,F,37
1006,1650405,M,1
21296,1530209,F,34
10717,958971,M,53
1529,1925342,F,72
1333,1157613,F,13
17669,1809655,F,40
17808,828398,M,3
1921,1570844,F,8
4727,1876495,F,48
2951,792507,F,21
689,1777490,F,5
17,1276899,F,5
1068,1152080,F,17
1246,1804959,F,41
4337,820809,M,13
13666,1140800,F,39
15309,1641608,M,7
3497,1890035,F,3
392,1310681,F,9
4407,1712916,M,157
3866,1105487,M,25
2461,914880,F,3
1910,1813413,F,14
6232,927574,M,81
5395,1440553,F,12
10369,1103125,F,110
5771,1547712,F,36
6572,774340,F,2
25305,1755210,F,1
4634,1139881,M,5
119,1152887,F,39
3494,794245,F,12
2700,1616847,F,7
13304,1844703,F,1
3428,1711898,F,3
13184,843628,F,4
1141,1565482,F,6
4088,1783278,F,11
3254,905670,F,4
23488,1835811,F,3
1235,868156,M,2
1192,789346,F,4
8634,799519,M,4
4058,1028837,M,1
2139,810030,M,18
11059,1677797,F,23
9665,1478668,F,2
5054,1785934,F,11
4431,1235987,F,13
5416,1656861,F,29
3982,994528,F,45
4971,941972,F,2
1491,791671,F,1
21423,1181183,F,4
3632,847895,F,28
2774,972159,F,9
2301,1931023,F,25
3558,1173975,M,1
4947,1252765,F,14
2806,928744,F,51
1814,857413,M,28
4252,1540407,F,52
6917,1627515,F,2
1688,1813419,F,8
1135,802043,M,18
6737,916729,F,64
23983,1548165,F,30
828,1629992,M,27
239,974721,F,9
891,1011462,F,17
12406,1117948,M,6
3191,1298570,M,1
521,1316096,F,7
427,1892427,F,9
1494,1090847,F,9
3324,1851685,M,3
4050,1609837,F,12
254,1147614,F,2
3839,751735,F,1
1755,1618676,F,30
2271,1248874,F,41
3418,882770,F,9
3830,1157494,F,10
3013,1428359,F,18
24346,1714186,F,1
6479,1039461,M,16
22369,1223551,F,0
743,1517964,M,5
6366,1191610,F,9
3524,1724367,M,2
460,849236,F,9
1521,1193476,M,5
8892,1865901,F,37
5349,1225174,F,12
289,1207326,F,31
10688,1121420,M,9
277,1530062,M,27
1366,994653,F,2
4513,1465548,M,30
23883,1736255,F,18
4630,832487,F,1
6482,1698436,F,18
13495,789939,F,20
186,841606,F,10
10157,1439781,F,3
11938,1231936,M,1
5298,1619841,M,26
3376,1736156,F,8
1439,1641423,F,1
12921,1913981,M,114
10384,1168044,F,3
21862,1305632,M,6
2345,1721874,M,11
14234,1210219,F,15
244,1535307,F,1
9665,1510238,F,18
14250,1124006,F,116
4525,1005611,M,25
4168,1667843,M,3
4812,1125776,M,4
22342,1023913,F,32
7480,886081,F,8
2801,1711594,M,26
23544,1691768,F,16
1040,1783279,M,4
2166,1688385,F,2
578,902178,F,21
3583,1204128,F,8
839,1293829,F,16
9814,1631915,F,3
9665,1316685,F,9
1142,1790271,F,2
3563,819110,F,17
181,1875067,F,14
19917,1433752,F,5
7254,1058159,F,5
882,919671,M,18
136,1189829,F,3
4133,859088,F,1
2482,1087240,M,5
7544,1758742,F,7
4980,1127221,F,4
1137,1173444,M,2
4342,958456,F,7
17756,1669370,F,15
6299,1315171,F,8
8873,1892418,F,40
14585,778666,M,22
1997,1677778,M,1
6285,1705571,M,12
4286,1691151,F,16
18890,1170687,F,5
8873,1017057,F,209
1545,1748724,F,98
17338,1308704,F,11
5394,921455,F,4
9173,987740,F,261
3030,1680852,F,4
18182,924171,F,19
11543,1088488,F,3
11346,1170564,F,21
4271,1009254,F,1
6901,890266,F,1
2075,1250267,M,1
257,1543000,F,14
22259,1009744,F,87
3776,1867918,F,3
6384,1054157,F,62
3691,1777218,F,4
1209,980879,M,8
1952,1468921,M,6
1113,1660460,F,19
17898,774412,F,4
5488,1791399,M,3
747,1857616,M,1
2606,1744594,F,37
5113,1041791,F,3
544,1534536,F,6
4168,1858929,M,7
12406,1196943,M,109
177,1857557,F,130
3142,972228,M,118
7138,1544729,F,21
7108,874605,F,12
9410,1828163,M,1
331,1041345,M,10
591,1030507,F,13
1197,945189,M,10
2548,815545,M,0
3660,1423400,F,10
1087,1705681,M,2
2460,1003452,F,23
19863,756917,F,20
5774,946298,F,2
4855,1127236,F,3
2459,974466,F,4
975,1288449,M,58
3131,1815448,F,41
4828,818512,F,11
3915,1064097,M,6
5132,874644,M,31
3344,1359138,M,9
10575,938837,M,12
7276,1208726,M,129
3836,1562483,F,12
3556,1688868,F,5
25284,1640233,F,3
839,1711521,F,8
2589,1848578,M,52
5027,1833543,F,11
1150,1111964,M,9
7768,1161148,M,13
23582,1848552,F,4
608,811931,M,2
27540,1867767,F,11
25609,1866141,F,28
1146,1252915,F,2
2703,770762,F,12
25107,1713894,F,1
778,1618675,M,2
6197,1715741,F,3
3607,1191455,M,3
466,1292797,F,108
1940,1777341,F,5
3212,1250887,M,12
9410,1641491,M,1
3912,812043,M,9
1333,1220212,F,19
3561,1690529,M,12
4710,1155075,F,8
3070,1789901,F,38
10548,1882937,F,12
1562,1931392,M,22
543,1349847,F,70
6493,1066121,F,4
2467,1336980,M,7
1947,994695,M,3
7622,1711861,F,2
4676,1595766,F,2
543,946888,F,23
1536,1550789,F,116
5862,1581694,F,42
1249,1521353,M,2
2940,818804,M,5
11791,1797082,M,6
3051,1036637,F,10
3846,997537,M,5
3189,1866148,F,70
3191,1360439,M,1
3531,1906682,F,20
1861,1540473,F,46
183,1043647,F,1
4079,1672139,F,5
10099,1793861,M,4
17,902496,F,11
2533,1618866,M,1
6611,1240658,F,189
9981,946192,F,35
11099,1586861,F,14
331,1047356,M,5
19180,1061867,F,19
12356,1159919,F,3
932,1003454,M,48
1290,1340054,F,3
888,1612642,F,7
1045,800123,F,1
2533,1325127,M,3
515,1824842,F,2
1090,1782289,F,3
3030,1517904,F,13
13550,1258707,F,1
2305,1601311,F,23
3589,1178632,M,15
1203,1442875,F,13
3355,1815454,M,5
1343,1605263,F,7
822,1600189,F,576
3903,1093689,F,1
3624,1114407,F,3
13999,1248881,M,1
4803,1782010,F,6
11106,1528947,F,44
345,1279413,F,8
4697,760018,M,14
10205,873947,F,11
16751,1353264,F,17
896,990724,F,1
6252,1083116,M,123
3191,1037002,M,7
914,827865,F,12
5983,1231819,F,1
23328,1720973,F,13
6476,1719409,M,27
17850,1230551,F,25
6853,1273290,F,11
3857,941262,M,5
2942,1282333,M,19
4729,791668,M,1
1387,1848519,M,1
3426,1054397,F,3
13607,1895904,F,15
5704,1825369,F,158
3316,934703,M,2
99,895476,F,3
1952,1544524,M,5
5752,969057,M,11
942,917612,M,23
2749,815413,F,13
4685,1173306,M,10
11149,1768528,F,6
3940,1534591,M,18
986,1802880,F,8
735,1116988,F,8
8328,760003,F,6
2244,1509252,F,9
8317,1250291,M,4
1293,928798,M,5
4855,1535316,F,13
5372,917007,F,1
2303,1241616,M,5
5161,1875988,F,3
3478,1433246,F,3
2987,1676481,M,15
3684,946184,F,6
2959,756679,F,1
531,1440689,M,36
23183,1273454,F,55
1966,1848632,F,14
5812,760045,F,3
1721,950684,F,8
9254,897647,M,3
4430,1138167,M,6
1397,1875214,F,7
10849,1879207,F,10
7565,1824254,F,3
4683,1054907,F,6
5440,980527,F,2
269,1109363,F,19
3902,1562575,F,27
7732,1749759,F,41
13220,1833741,F,165
10317,1039486,F,19
2650,1596499,M,1
840,1768473,F,6
839,1296431,F,15
25858,1731965,F,26
8601,1294552,F,1
9832,1239038,F,64
5017,1146420,F,17
22540,1098154,F,16
444,1088779,F,98
4367,1853442,F,6
1680,1335217,M,1
3068,1215236,F,25
22326,1169092,F,11
10680,1230562,F,4
2656,1514643,M,4
7858,1612131,M,2
2774,1222767,F,5
9855,969217,F,95
34,843926,F,10
12262,860543,F,19
10077,1855512,F,2
8051,785661,F,0
21065,1660700,F,4
3999,889979,F,12
2264,843656,M,12
3494,1453190,F,3
4384,1062422,F,37
5078,1619172,F,149
6957,1448851,F,12
7073,1062648,M,3
593,1731950,F,0
7466,1755931,F,152
5021,1220072,F,31
3494,1358938,F,4
5922,1033354,F,15
3922,1133399,M,3
3191,1394651,M,13
2749,1368951,F,14
1552,1736134,F,2
21537,906931,F,6
2574,1461035,M,4
2209,1184274,M,16
7936,1711622,F,3
89,1848549,F,6
2474,1595471,M,4
2665,1367652,M,3
4449,974459,F,4
1422,871927,M,50
2726,1576605,F,11
4695,936486,F,69
11302,1696231,M,113
25932,1705689,F,47
15900,1519889,F,4
2125,1925278,F,4
8836,978369,F,126
10061,757208,F,100
9465,770524,F,3
1054,1193795,F,3
4425,1783259,M,25
2559,810130,M,5
5400,1736121,F,32
3734,1415360,M,6
6121,1169618,F,0
2671,828479,M,2
12512,783216,F,3
4822,1596109,M,11
524,1629899,M,10
2286,882933,F,14
3664,1572529,M,11
1064,900294,M,20
17097,1420382,F,40
10733,886594,F,11
2125,1066067,F,5
578,859032,F,13
13675,1282078,F,1
2755,1011810,F,3
2146,900689,M,2
22154,1068602,F,10
1808,1181268,F,7
53,1753514,F,1
536,1802326,M,24
7399,1661704,M,3
56,1431820,F,13
23813,1874535,F,9
4975,1031566,F,81
25001,1711678,F,5
6188,1209651,M,6
3734,1336783,M,11
2945,1309276,F,5
5446,1605931,F,9
5482,863109,F,1
5795,1566184,F,1
14587,1652662,F,202
6985,834267,M,0
12093,1210307,F,10
23415,1803429,F,48
6635,1085613,F,4
4328,1882892,F,1
19384,1216481,F,3
8790,969040,F,2
1208,1009240,F,12
15227,759134,F,4
2665,1820409,M,3
1610,1191346,M,9
181,767782,F,30
1500,1721873,F,1
6601,1211326,M,7
4537,1570863,M,1
2719,1570571,M,0
2707,998822,F,3
6842,1235854,F,8
2039,770776,F,3
5099,1694467,M,4
2456,1256230,F,4
4170,847038,F,98
3065,1089100,M,9
1160,1060648,M,17
2721,937190,F,5
4969,1062506,F,10
2505,1291445,F,38
4715,965747,F,9
3571,1115798,M,3
1513,1882879,F,136
3322,1758264,M,4
8195,803944,F,1
7251,1570581,F,204
2719,1912903,M,3
2487,1408278,M,11
2999,1205002,F,44
2533,1392094,M,3
1304,1664388,F,22
19729,870757,F,7
3904,1795245,F,6
15309,1784032,M,42
21854,1609581,F,3
4152,1270366,F,18
2168,1097744,M,53
12767,1129759,F,37
297,1629945,F,61
2102,1900519,F,8
1459,839301,M,3
5066,1564823,F,12
5984,1779786,M,44
4587,1110300,M,3
2597,1011459,M,9
3994,1244909,F,0
23048,1731785,M,114
3814,1676003,F,19
8789,914913,F,11
1459,902292,M,3
4425,1717457,M,2
2508,1749769,F,3
931,954278,F,10
3191,1344455,M,14
4470,1629951,F,74
909,994753,F,10
3916,1037032,F,2
1608,1217012,F,24
15202,1216221,F,84
3052,1271565,F,10
3345,854082,M,4
10344,1879003,M,28
13606,834348,M,4
4273,1919406,F,12
22378,1143697,F,3
559,1580290,F,19
2844,1020818,F,9
3902,1020793,F,27
3357,1004142,M,4
2939,1867431,M,3
1623,1273610,M,4
2547,1040832,F,7
10297,1061899,F,9
6553,1685480,F,1
1514,1099209,F,16
10670,1711660,F,5
3564,1739282,M,14
1785,1197673,F,21
7648,815863,F,87
3227,1110872,F,36
1066,783827,F,4
6828,1381520,M,2
5347,1896369,F,36
319,1080189,F,8
3096,1256200,F,5
14039,1927240,F,1
5921,1535304,F,119
3744,917044,F,13
963,930671,F,13
7186,968511,M,23
11092,963930,F,9
724,969089,F,10
1663,1600166,M,84
1571,1103621,F,3
367,775872,M,5
12734,1741113,F,10
1621,1344786,M,1
1184,1157500,F,15
5307,1069209,F,177
25321,1753116,F,6
2191,1931157,M,76
2209,1931125,M,2
1238,1080212,M,1
1609,1295068,F,20
3319,1585151,M,13
23241,1885748,F,109
25143,1631621,F,2
4507,1526759,F,132
9238,1863519,F,4
1091,1045154,F,0
3055,1623114,F,11
7883,1677332,F,41
1146,1244900,F,15
651,1209522,F,2
13869,1011425,F,20
3197,1545005,F,16
22020,1005016,F,4
2476,1437520,M,8
2321,1083871,M,22
7180,1045571,F,5
531,1276622,M,17
4018,1745235,F,36
1256,1535303,M,12
4568,1651421,M,13
4619,1711658,M,35
555,1080204,M,2
7490,1052345,F,7
11006,1417388,M,117
12523,1723638,F,38
2437,1321969,F,8
3734,1359817,M,16
1510,778466,F,29
3197,846873,F,8
5893,1046168,F,71
10575,1534685,M,10
340,1020652,F,13
8928,1653301,M,3
8336,1614980,M,3
341,1350748,F,9
9396,1666820,F,2
3084,1891924,F,28
1073,1327232,F,1
10987,1117061,F,5
1290,1514867,F,2
11,1672144,F,37
2271,858367,F,1
1900,843351,M,3
3233,968481,F,4
6589,1045362,F,6
9304,1098215,F,13
6828,1405510,M,0
8254,955839,F,8
1125,1263781,F,7
1254,1359377,M,3
5986,1203147,M,8
90,1236174,M,36
1203,811607,F,4
3991,1279821,F,7
1290,1446420,F,3
23361,1652441,F,50
980,1723877,M,36
4167,1285701,F,85
8825,1140054,M,3
536,1775731,M,13
16761,1583860,F,1
11619,768284,F,170
3191,1365869,M,11
1025,1123207,F,87
5286,1690576,F,6
822,1721331,F,438
5984,914896,M,23
6056,1926251,F,7
12507,1006976,F,6
179,1918459,M,39
1743,1386886,M,1
5593,1672287,F,4
490,1424939,F,8
7193,941244,F,9
1197,1615647,M,12
1609,799566,F,44
12945,1530204,M,69
4686,1846617,F,41
6066,791875,F,21
24767,1711655,F,1
4276,1509136,F,19
16056,1058139,M,14
2064,799680,M,25
22723,1627539,F,14
5887,867869,M,6
5416,1109500,F,28
18673,1372774,F,128
6760,1286549,F,3
1492,1008585,F,2
3866,1651726,M,34
4626,1859177,M,6
7357,839035,F,2
2165,1097166,M,3
1290,1425029,F,0
2465,1049289,F,6
4089,1680842,F,16
2226,1732022,F,38
670,887333,F,2
7479,1586971,M,11
2035,785669,F,35
6406,1719350,M,63
1044,958361,F,4
1299,1584171,F,6
11068,1464469,F,72
2343,1732122,M,21
24313,1718158,F,79
8320,1906707,F,218
1205,1688853,F,2
12736,1008582,M,10
4424,1844696,M,1
1186,1698248,M,1
369,1292685,F,23
1380,1053019,F,38
9610,1216474,M,3
1246,1425372,F,2
2176,1539108,F,180
12637,1858877,F,3
2367,1165480,M,6
6718,1240902,M,5
10668,1358386,F,36
794,1083073,F,12
7551,1219947,F,13
927,1706276,F,3
526,1071065,F,32
3631,1460247,F,10
14364,852540,F,1
7319,1060375,F,5
5011,1049994,F,19
20716,1241357,M,6
3569,1192271,M,27
3990,1846992,F,2
20996,1139726,F,257
15981,1189895,F,9
4513,1330546,M,1
6709,774419,F,148
11222,1188264,F,6
4010,1100999,M,1
10784,1550136,F,2
2657,1433954,M,7
8763,1011823,F,20
7023,1021041,F,40
1328,1423543,M,15
4382,1609662,F,42
41,1287442,F,57
23618,1813475,F,48
1339,1568899,M,0
12574,1068813,F,1
1299,1528422,F,158
4718,767976,F,72
5306,1673387,M,14
6872,889877,F,4
3393,1581724,M,29
2230,959782,F,5
23982,1689019,M,54
6388,1311512,F,4
1952,1337311,M,1
7781,1893043,F,26
2651,1436442,F,4
1371,990751,F,27
6846,1050169,F,142
742,887014,F,10
3524,874940,M,2
14652,1250777,F,17
4941,770613,F,1
6414,1714246,F,43
8020,789459,M,5
136,1116284,F,9
9580,1438824,F,19
4707,1117465,M,5
7108,991387,F,5
12871,1755770,F,44
733,844903,M,2
13826,1834328,F,12
7441,1024405,F,7
6583,1588804,M,3
3455,1155154,M,12
14427,1135976,F,3
806,762056,F,9
2567,1193817,F,3
12373,1069187,F,99
3556,762235,F,0
5801,1545088,F,15
2489,1692453,F,18
1449,901035,F,5
2204,1619379,F,9
4567,1312666,M,4
9665,1467330,F,6
3283,1256206,F,36
1565,1063100,F,85
24524,1666941,F,3
7131,791751,F,2
11471,1613715,F,8
7390,965808,F,38
23185,1287077,F,10
3394,751866,M,2
4129,1809372,M,14
4271,1700107,F,19
4344,1202676,M,5
1507,1820734,M,1
1091,933753,F,4
1788,1083735,F,8
20930,989095,F,1
6462,1223205,F,4
5769,1334038,M,1
18185,1774922,F,0
9665,1446145,F,21
21980,1074761,F,456
1304,762123,F,3
2410,1000006,F,3
16058,770651,F,12
4766,1288952,F,14
7269,1918398,F,14
7378,815453,F,11
3894,1847044,F,8
12931,767932,F,152
4497,1085280,F,23
550,1892449,F,5
1301,1581496,F,12
2371,1893148,F,2
4999,1250236,F,4
3437,1700250,F,65
24624,1766400,F,8
10880,1236368,F,2
16957,1774931,F,5
5533,862958,F,3
4501,965343,F,1
23552,1570607,F,2
207,1036101,F,14
634,1463442,F,7
13044,871837,F,7
7378,1073148,F,20
3121,1146225,F,9
7396,804377,M,13
2715,1126395,F,7
8200,804355,F,3
4145,1758223,F,5
8430,1072742,F,3
9532,874267,F,51
5082,797747,F,2
1777,1576694,F,6
10680,921480,F,3
20492,907638,F,2
2430,1031323,F,25
358,1394831,F,5
13506,1636483,F,140
380,776142,F,11
2151,1615232,F,9
7999,1027254,F,0
7441,1673389,F,10
8765,999158,F,9
6675,1793897,F,4
13606,1252936,M,5
13882,837507,F,4
10442,1918450,F,10
4431,1821622,F,3
10315,1335360,M,18
244,1688786,F,24
5832,776972,F,2
4822,938847,M,48
3321,801971,F,2
4270,1417300,M,38
914,994388,F,13
1275,1567115,F,1
1696,1827264,F,12
3577,1571325,F,5
1692,1114907,M,3
12771,1123084,F,28
5608,1688899,F,6
8154,803911,M,62
897,1006958,F,3
10436,1756041,F,25
3041,1641849,F,3
4291,920316,F,6
1290,1275832,F,3
4428,972283,M,3
3221,1173134,F,8
743,900653,M,4
2103,1815697,F,2
9709,1656880,F,36
462,1130215,F,9
1104,1353729,F,1
5864,1535384,F,3
1640,1117364,F,1
3478,1470996,F,3
3259,1879791,M,43
6426,1720959,F,29
22849,1278234,F,60
7569,1529840,M,5
1089,1119869,F,1
3958,1638872,F,3
1858,1797083,M,20
1012,1037246,M,44
6669,794088,F,10
6197,1612355,F,2
2475,1246433,M,1
828,1585023,M,10
4288,1517695,M,2
2882,1646434,F,25
3864,844827,F,5
1952,1151578,M,5
2479,1802902,M,2
2596,1889995,F,0
8182,1158739,M,5
1618,1246462,M,290
6230,1736082,F,109
6968,924134,F,0
946,1589237,F,1
4157,1644181,F,16
7249,1688859,F,3
10893,1598202,M,6
490,1138605,F,10
524,1033092,M,14
20499,1736157,F,8
508,1378228,M,25
1935,1229831,F,73
7487,1049970,F,4
323,948851,F,8
2945,1324467,F,7
1366,1799944,F,6
5868,1378181,M,61
12470,1119973,F,5
1529,1263812,F,4
2777,1912097,M,23
1513,1082915,F,6
1513,1763234,F,6
199,803899,M,3
15240,1680828,M,3
115,1195810,M,18
6771,1151614,F,1
5984,1179072,M,15
9897,1775730,F,6
6566,1830401,F,10
20,1912229,M,4
948,1231978,F,42
10678,1100331,F,15
6197,1763252,F,3
6209,1362267,F,35
334,1719073,M,14
3264,1731948,F,21
6179,815388,F,9
1912,1087070,F,2
4195,990664,F,8
5452,1638765,M,13
467,1674291,F,22
5914,882804,F,6
12010,1698397,M,35
543,1230554,F,13
2020,800141,F,6
45,1719070,F,6
250,1085678,F,6
3599,1760447,F,2
4556,1214293,F,2
811,1834321,M,8
3642,1281446,M,6
839,1766537,F,6
4834,1846938,F,4
5442,764989,F,4
393,1605277,M,2
5772,1718936,F,3
5116,1208830,F,10
10896,1757062,M,7
12927,1241439,F,18
2009,1049995,F,1
11303,1690549,F,1
5387,1054172,M,17
5956,1826663,F,4
541,1172885,M,8
4822,1105356,M,23
4894,1096543,F,14
6546,1260171,F,4
23280,1544828,F,1
3753,1550146,F,2
6004,1912764,F,2
2734,1766542,F,20
975,1746928,M,2
10678,912411,F,21
2345,1006009,M,3
2456,1799506,F,2
1214,825302,F,7
1371,1696271,F,43
3459,1416970,F,4
3191,1337342,M,18
