CODIGO_CLIENTE,ID_COMPRA,SEXO_CLIENTE,QTD_ITENS
5549,1011790,M,4
3291,1103050,F,8
2454,987720,M,2
840,900962,F,17
3261,1805945,M,14
9003,1208738,F,31
9506,1642886,M,1
1672,1093907,F,3
4398,901022,F,0
1263,1312169,F,12
3644,1890033,M,3
8793,1516349,F,0
4525,1709570,M,3
6404,1616878,F,5
1256,1223226,M,17
6121,800106,F,0
3350,1059073,F,8
2476,1310223,M,3
9614,843655,F,60
1383,1629903,F,4
2326,841747,F,21
25001,1692450,F,3
11122,1210359,F,5
4383,939965,F,1
996,1899612,M,10
2130,1569340,F,4
8042,1255126,F,4
3986,1661181,F,37
9126,858710,F,22
3996,1731958,F,3
6072,889906,F,252
4828,860563,F,7
3232,1363090,M,6
137,1223467,M,19
4262,1106367,M,36
6223,1708548,F,4
2411,867914,F,0
6109,1198516,F,4
7538,889920,F,4
9106,1275331,F,4
7797,1896504,F,7
4657,762427,F,2
6044,1853409,F,108
4675,1885725,F,16
1654,887250,F,3
9754,1691730,F,60
5798,1870678,F,3
7058,1386789,F,2
19490,1797639,F,61
6105,1735969,F,6
10214,1245149,F,3
7770,1879167,M,22
15895,1330828,F,1
368,1085556,F,17
3498,1865698,F,28
1664,1236133,M,101
2094,1032050,M,102
6398,1626106,F,113
10089,1508249,F,87
2659,1325105,F,3
11148,1850967,M,12
7994,1194919,F,17
7858,1197558,M,6
5298,1103193,M,44
1695,1873791,F,52
1803,1214120,F,8
13867,1121149,F,5
7762,1038328,M,34
840,1766433,F,6
6515,1793976,M,7
3250,1004752,F,16
7395,863188,F,3
559,1217536,F,13
7023,1017026,F,39
3081,1270265,M,15
1266,1060678,F,4
2441,1557944,F,12
17291,1591764,F,38
7383,1589628,M,1
8984,779829,M,7
7256,1202974,F,31
7801,1250410,F,82
3497,1106269,F,21
8346,1091812,F,3
282,1198987,F,3
3494,1330905,F,6
3054,1335867,F,2
1652,1195734,M,4
21447,1700423,F,22
8924,1193761,F,5
868,1054361,F,4
5320,1539112,M,8
10109,1162267,F,220
7535,1389031,M,2
1141,1173207,F,15
7417,1029977,M,25
8039,774784,F,142
1211,1096707,F,2
6232,1554599,M,253
80,1133568,F,1
10807,1246463,F,2
10409,1809200,F,21
223,874576,F,155
12164,1090994,F,8
20874,1453748,F,1
9904,1282572,F,26
257,760001,F,3
4543,1136137,M,24
364,1324951,F,10
57,1780956,M,131
7079,1606134,F,25
1636,1349203,M,1
4337,1071287,M,9
1225,1074712,F,57
1246,1334554,F,4
1959,854085,F,11
1290,1283594,F,10
10198,1268259,F,245
22474,1381115,F,8
1943,1360901,F,1
2801,1276820,M,2
4883,983792,F,5
5132,1617146,M,1
223,1080455,F,6
2438,1534669,F,4
1802,1484040,F,8
6954,987431,M,10
3485,834055,F,20
4619,1196936,M,9
15462,1789904,F,19
5399,799581,M,2
23377,1535371,M,41
6056,1230671,F,7
3980,1651417,M,59
26516,1700267,F,3
4058,930482,M,16
14839,1193774,F,25
7935,887007,F,1
5513,946321,F,2
289,1877399,F,1
6092,1034118,F,1
5415,1417095,F,32
11222,1245368,F,2
943,1399392,F,11
3045,1744599,M,7
2100,1074561,F,8
3678,1562184,F,19
5132,1588719,M,12
1500,1683518,F,15
3589,1160048,M,5
7314,810303,F,6
8149,1084492,F,13
4799,1283315,F,14
2715,787714,F,1
3803,1033823,M,10
4634,1691717,M,3
14119,1878941,F,2
7876,937045,F,3
9862,836491,F,8
1180,1874734,F,22
10636,1770603,F,4
23139,1686114,F,18
17885,1122077,F,18
11342,1334833,F,47
14000,777890,F,9
3191,1455082,M,3
4817,769080,F,6
4270,1352851,M,12
23705,1828772,F,4
5780,1613722,F,14
6828,1482423,M,2
1254,1797184,M,2
5336,751739,M,1
6992,824007,F,6
5472,1195293,F,23
3497,1202977,F,57
136,1054596,F,7
994,774348,F,8
2152,1813298,F,1
1073,1318322,F,2
5339,764643,F,7
24261,1562302,F,2
7262,1796566,F,6
4513,1387431,M,1
2156,1169089,M,14
9482,818838,F,8
3631,1728876,F,36
7223,1609541,F,9
669,1909549,M,14
2125,1430442,F,16
11741,1063101,F,181
23832,1660511,F,37
3996,1008588,F,20
3191,1538178,M,6
3073,1731705,F,3
3604,792062,M,15
5030,825213,M,6
655,983095,F,1
20502,781700,F,9
7861,863008,M,2
4855,1232027,F,2
5036,1240782,F,25
3116,1842228,F,2
4288,1292166,M,40
13446,1796105,F,7
3561,1567028,M,1
6133,1882742,F,4
19180,954324,F,0
9665,1325509,F,2
1290,1492121,F,2
4651,1790110,M,19
1071,1352056,M,57
2509,1208840,M,96
15679,1691721,F,12
1995,1728870,F,4
3734,1355331,M,3
3455,1619194,M,57
3803,1109133,M,53
11524,1677580,F,52
14680,1043489,F,4
4069,999979,M,2
6434,1052347,F,9
3101,1634644,M,10
9693,1409183,F,11
1455,1557346,M,1
1366,1206644,F,3
11685,1912104,F,4
12759,1146437,M,4
16439,1899384,F,5
14627,1744649,F,36
2703,981555,F,3
7670,1617560,F,39
1190,972256,F,4
4683,1821026,F,18
1034,1557697,F,81
1334,790823,M,31
4524,1062753,F,53
9623,1295577,M,2
3355,1793767,M,6
2381,1239024,F,102
1689,924183,F,2
1736,1896482,F,8
4980,1233512,F,5
400,1854129,M,11
1156,1198425,M,1
5645,1631611,F,2
2758,1157150,M,6
14954,1562475,F,5
4096,1136006,M,1
223,1842178,F,44
6635,921439,F,18
18937,811698,F,3
2283,1094817,F,3
2487,760138,M,110
3755,1008276,M,6
1040,1573419,M,2
5821,1550132,F,2
3478,1302968,F,6
1440,1172915,M,7
6707,862911,F,2
3127,1095652,M,10
4337,945182,M,11
3801,1641828,F,6
2014,1650436,F,2
11888,1088921,F,21
11342,774360,F,10
1459,1609655,M,3
2529,905510,F,2
1588,1088499,F,30
2659,1309724,F,4
4525,789926,M,26
10569,1899381,F,12
4194,1187313,F,5
2652,1146205,F,5
2439,1657623,F,7
23283,1829677,F,21
3144,855911,F,23
2665,969284,M,2
5050,794119,F,4
400,756848,M,27
4128,1204964,F,58
5372,1096714,F,20
18890,1758322,F,4
3322,1652845,M,62
1262,1885751,F,36
4999,1233530,F,44
19180,945273,F,6
2353,1776203,M,37
374,1412165,F,419
1066,1398933,F,5
1006,1711512,M,14
2569,1672257,M,43
2538,1750074,M,19
5015,781699,F,4
12433,1079373,F,1
8195,1644614,F,3
3843,978338,M,3
16201,1736245,F,10
6039,1813457,M,15
3681,1159878,F,74
5626,965497,M,1
1460,1657614,M,2
6426,1171296,F,15
7491,907539,F,4
555,1088821,M,2
2344,1565946,F,5
4587,1739263,M,12
7357,751884,F,4
3460,1064001,F,7
3753,932846,F,15
570,1177480,F,30
26830,1842097,F,38
4683,1093651,F,1
1367,948982,F,3
2775,954780,M,39
6057,1692449,F,80
3166,960840,M,1
8044,1569032,F,15
1788,1717490,F,1
26093,1667748,F,1
14365,849824,F,1
7162,1252880,M,2
18229,1746911,F,6
1473,1360105,F,6
7231,1086217,F,10
3520,1268827,M,202
6649,1169333,F,14
27,981684,F,3
1442,1157354,M,2
7829,1120871,F,6
7532,1900594,F,2
4354,1367778,F,2
7391,1033810,F,25
4358,791577,F,1
19729,862956,F,6
8717,1266402,F,2
257,827584,F,27
5293,1488801,F,9
3560,862989,F,1
7941,969259,F,9
978,1576841,F,52
3684,1245972,F,7
17133,1854151,F,26
3045,1775005,M,1
4447,1243616,F,2
24052,1705223,F,36
20633,1083845,F,4
839,1091676,F,4
7269,1564598,F,4
4394,882374,M,5
12844,1802252,F,16
6078,1842089,F,18
1764,992088,M,5
7520,987632,M,6
110,860580,F,6
2572,1161989,M,8
2717,1802310,M,7
9430,1549791,F,3
3462,1094756,M,6
22277,1191929,F,3
1934,828655,M,90
13228,1638611,F,3
15350,1293919,F,3
6320,1322674,F,27
9604,884800,F,8
11977,1802344,F,77
6057,917051,F,50
23345,1676489,M,25
1354,1120994,M,36
3995,773358,M,2
9665,1515238,F,0
22967,1248834,F,8
1340,887929,F,5
9001,1063785,M,11
5366,1058007,F,11
4605,1440478,F,6
14614,1193730,F,4
23539,1925230,F,16
3344,1111973,M,11
25284,1620517,F,1
1290,1456226,F,5
1254,1268824,M,18
5238,1061865,F,9
1363,1169243,F,12
3426,1126550,F,5
25035,1672538,F,13
1632,1146714,M,119
19736,895658,F,10
8156,1143282,F,2
1261,1219255,F,36
1467,965348,F,7
8118,1239052,F,9
2856,1109480,M,40
10384,1225205,F,19
18516,1570441,F,26
3218,1596619,F,5
8454,1700258,M,11
4372,1110236,M,7
15006,1447209,M,9
5132,1664580,M,6
223,768017,F,7
24299,1785713,F,10
2752,1388992,F,37
7269,1216464,F,4
23982,1548144,M,202
12574,1735974,F,4
6985,1096646,M,19
1338,936595,F,29
9562,1688867,F,6
5629,1017001,F,3
13312,1660240,F,47
628,1074833,F,12
508,1490749,M,21
7269,1067210,F,29
7357,1268860,F,11
3346,1637309,M,5
14371,882334,F,9
1113,1052918,F,8
10784,1268868,F,74
1572,1753139,F,9
8457,1678798,F,1
850,1613705,M,2
13797,1032260,F,104
3383,1875019,F,86
2207,1128436,M,1
6635,907124,F,3
1713,1545623,M,2
12258,1106295,F,11
1014,1619529,F,12
24215,1576563,F,44
24083,1551953,F,3
3837,1900533,F,4
9721,852345,F,32
1315,810674,F,12
7191,799683,F,5
1184,1598201,F,17
7555,1099094,F,8
4907,1138169,F,92
7322,946311,F,2
24457,1584646,F,7
8346,928492,F,0
3054,1530137,F,0
531,1360073,M,42
11802,1162790,F,64
3846,1912751,M,12
7976,1594006,F,2
828,882419,M,2
1349,1550541,F,0
1940,1096678,F,2
769,1187218,F,7
2798,812059,F,1
1609,1441201,F,11
4211,1652791,M,6
4702,1711656,F,24
2507,1517990,M,41
614,1360879,F,6
651,890265,F,3
12650,1927242,F,194
1037,937537,F,5
10569,1036609,F,2
7435,1538474,F,3
6413,1207075,F,4
3191,1368569,M,15
5452,1035096,M,7
2608,1899475,M,71
10750,1834314,M,5
4086,961182,F,99
2687,1498465,M,26
4822,1899265,M,12
2689,1601702,F,7
18153,1906703,F,15
19074,1032455,F,49
2264,1743782,M,25
2749,1102473,F,8
3273,1784738,F,5
3254,828293,F,13
2411,1012240,F,2
20842,1918497,F,3
7269,1184310,F,111
4015,1398082,F,9
6109,1667819,F,1
6934,1439947,M,28
23694,1571392,F,3
1535,1175530,M,4
4728,918119,M,2
6083,1157863,F,27
7420,1158812,F,34
3218,1796564,F,4
6698,1165482,F,18
7802,902810,F,2
1125,1029065,F,11
2735,1673325,M,1
5406,1252901,F,22
1332,1657680,M,50
510,1029009,M,2
3099,1017064,F,2
1063,1344930,M,1
5435,1256237,F,9
2268,1041413,M,35
1546,1199063,M,28
2412,1191569,M,10
3902,1028847,F,2
6568,1718973,M,41
835,1278848,F,10
4383,1671876,F,1
1772,770240,F,31
2511,1738307,M,3
1715,1688832,M,7
5500,1729066,F,6
23417,1878948,F,18
4935,1169194,F,134
4459,1698447,F,8
6649,1172519,F,13
1101,1430880,F,8
4430,1231040,M,7
4626,1596801,M,6
4365,1638770,F,0
1290,1433876,F,1
7565,1417572,F,11
3607,1238095,M,5
364,802649,F,3
1112,1820404,F,50
7945,1211313,F,25
3232,1370958,M,5
10697,828620,F,14
4799,1566175,F,2
501,1152327,F,27
8678,1749808,M,87
22369,1610043,F,6
2403,1698257,F,17
2902,1770596,F,35
15549,1753582,F,3
2953,1688731,F,4
4288,1219949,M,30
4567,1363116,M,3
1326,906793,M,1
4529,1724037,M,5
5549,1879212,M,67
7698,1896627,F,36
24844,1609569,F,6
4420,759149,M,11
7311,949530,F,4
4419,1677782,F,0
9239,852001,M,2
22845,1680012,F,6
8132,882898,M,2
3191,1408901,M,10
3885,946191,M,47
7223,1096721,F,63
1205,1043481,F,10
4729,905633,M,40
6293,934811,F,3
22444,1054035,F,85
603,973272,F,1
6109,929246,F,25
1387,972247,M,14
15853,1605932,F,14
4513,1360143,M,45
7218,1739250,F,58
4582,1137763,F,48
9210,887939,F,1
3524,1754824,M,1
1059,1637024,M,11
10845,1181951,M,134
2749,1114487,F,5
1533,874412,M,21
342,1802316,M,13
9465,844973,F,15
19932,1092171,F,17
3674,1750076,F,7
18960,1544725,M,1
2564,1629892,M,92
10053,1912724,M,2
368,1027343,F,14
5868,1846618,M,12
1326,1657079,M,2
11173,1283572,F,5
114,1706108,F,18
5933,1258493,M,11
2665,839300,M,2
9093,1931228,F,4
3148,1136854,F,4
3542,1820843,F,5
5149,1775501,F,42
2538,1580926,M,40
4960,1003573,F,12
7882,1225388,F,16
17885,1266043,F,18
20874,1213406,F,41
3345,1896904,M,20
3426,1011388,F,6
2671,1554376,M,34
10564,1261983,F,19
8346,1580928,F,4
3037,1906669,M,186
14175,1270447,F,4
1209,1866166,M,1
21029,1287719,F,5
7157,1106628,F,11
3799,1800536,F,24
9133,1680856,F,1
863,1854751,F,5
1726,770667,F,9
11802,1198751,F,1
17352,1797100,F,45
4682,780333,F,188
235,1273497,F,27
5406,1877402,F,27
2984,1766441,F,48
19076,1549835,F,18
3344,1302395,M,3
13373,1107178,F,7
179,1231942,M,79
2727,882844,F,0
4606,825301,F,1
337,1174823,F,16
5050,800156,F,1
9962,1140267,F,97
3663,1540229,F,25
1275,1017120,F,25
2491,1708754,M,36
27720,1853906,F,5
2370,998782,F,9
4896,1311513,F,11
3478,1321720,F,1
4832,821582,F,16
1159,810667,M,7
9113,936793,M,1
8801,999134,F,2
181,1855198,F,14
3506,1770580,F,4
239,1256061,F,14
442,1230595,M,6
3722,1152277,F,4
11228,1808785,F,182
5021,990706,F,20
2697,818859,M,9
7532,760030,F,2
1687,1557982,M,6
3435,1731955,F,0
13331,1802863,F,2
7490,1189762,F,2
13695,1386618,F,91
6934,1384272,M,3
11515,1714214,M,162
3030,998892,F,2
5393,1193458,F,8
3054,1882694,F,7
11400,1663262,F,53
11222,1595945,F,7
6087,1835801,F,9
3612,1093705,F,8
3455,1004983,M,10
446,1266525,F,43
713,1530241,M,94
8577,1581630,F,21
14522,756693,F,12
1473,1430066,F,2
467,1052523,F,10
400,1755337,M,22
2543,1609336,M,33
4605,1152332,F,10
2880,1184881,F,8
2982,841588,F,0
4416,848178,F,5
14949,1061557,F,5
7192,1544298,F,2
9219,1177602,F,83
2263,1271484,F,7
14576,1324572,F,3
9832,1402967,F,23
16283,1585892,F,4
1290,1475164,F,7
6860,1833853,F,13
3871,1586929,F,19
8142,764792,F,89
2441,1666835,F,0
7070,1562476,F,59
3885,1793869,M,2
99,1360163,F,1
7041,1842474,F,2
1614,1688845,M,5
7446,844886,F,118
17004,1781324,F,3
10865,1162337,F,85
1056,1185054,M,7
11376,1061842,F,4
10615,1004878,M,5
3515,928517,F,76
679,1180662,F,21
3507,1043519,M,19
5037,843314,F,16
19605,1757995,F,2
5690,1711712,M,1
1544,974015,F,58
580,764986,F,21
3559,960269,F,0
2649,1025457,F,32
4293,935044,F,3
77,1311085,M,3
3866,1866170,M,6
11515,1557572,M,50
2425,1820201,F,8
3158,1882921,M,2
4965,832499,F,3
7249,823848,F,5
7480,1886957,F,29
2070,1475537,M,2
8743,1080480,F,1
4194,902502,F,9
28560,1914316,F,83
1500,1766608,F,6
16751,1417517,F,23
6455,1773943,F,12
3871,1719343,F,7
3608,1728995,M,1
9921,1834284,F,114
5099,1166862,M,5
2737,1195873,F,9
4344,1003878,M,6
5435,1346994,F,8
3950,1030982,M,33
1952,1201268,M,4
7190,990808,F,6
9342,1813417,F,13
2040,1033080,M,12
3600,1252877,F,2
3044,1129106,M,30
1290,1502924,F,2
1471,1641505,F,3
23113,1256309,F,8
4367,1496764,F,6
7774,1550145,F,4
14887,931203,F,12
4130,1184295,M,42
2122,882974,M,3
10897,1651700,M,25
12828,914965,F,2
3345,1682850,M,2
5108,1438358,M,133
9405,780231,F,1
5891,1583625,F,7
23993,1784726,F,5
3311,932854,M,8
3191,1071378,M,5
7651,1440976,F,13
1781,1664742,F,6
1221,1417091,M,44
524,1202899,M,5
1687,1244569,M,23
8057,1093653,M,11
4999,1094996,F,53
2826,936838,F,15
10492,883378,F,30
10261,1744431,F,15
21700,928817,F,5
13217,1244875,M,5
2684,977844,F,5
1958,818508,F,13
394,1602182,F,5
9441,1778485,F,1
2269,1584159,F,7
2321,1863548,M,24
8859,874076,F,51
3620,1066614,F,30
24047,1896367,F,13
326,869858,F,0
1366,1036640,F,7
1685,1644617,F,1
1752,1189791,M,1
2489,1401238,F,75
12574,1045917,F,1
699,820737,F,6
1329,1632644,F,1
172,1297995,F,9
978,1918463,F,100
4628,1535302,F,6
5100,1799240,F,2
3991,820717,F,3
4935,1745234,F,5
12283,1853484,F,31
2860,1161620,F,1
7648,1159909,F,8
6605,950817,F,17
6958,1340061,M,2
2928,1634519,F,5
2687,841750,M,30
3996,1680815,F,18
1745,777896,M,5
297,1669369,F,23
1693,1809227,F,4
9423,1879005,F,1
592,1084403,M,3
7663,991360,F,7
2266,968486,F,3
3564,1562283,M,67
309,1820363,F,16
13644,1645381,F,2
524,1258528,M,11
19107,1794090,F,36
2737,794102,F,2
5790,1324380,F,5
6254,1540355,F,14
6454,1827118,F,20
892,1640134,F,17
3637,759166,F,3
9567,941676,F,20
10629,1245147,F,8
1149,1270226,F,3
26565,1802250,F,3
1201,1539522,M,115
2138,974060,F,1
840,848022,F,16
13525,1883035,F,30
17962,919248,F,5
192,1281602,F,2
393,1922711,M,29
4690,1231074,F,37
10059,1054583,F,58
11822,1627530,F,3
3446,1263791,M,127
8982,810727,F,13
15783,1778567,F,50
4089,1613011,F,56
501,1089173,F,24
9580,803691,F,2
2372,1912159,M,4
5887,832766,M,5
6180,785727,F,59
18,799952,M,10
1509,1596501,F,1
2606,1854122,F,16
7927,1474654,F,2
21559,1093890,F,38
1370,1833740,M,31
2413,983099,M,14
5905,1698247,F,4
7728,1256306,F,16
13099,1652377,F,1
2615,1805871,M,46
4959,793474,F,6
6599,1667538,F,47
5681,1874080,M,2
4971,1337124,F,4
679,1708687,F,21
22245,1567938,F,11
2204,1833948,F,6
1918,1641861,F,18
9862,773068,F,6
1319,810323,F,8
3615,1241505,F,6
1974,1745845,M,14
55,1021181,F,27
6968,1819428,F,19
9025,1847727,F,6
14069,1252858,F,1
2478,761866,M,12
11743,813274,F,1
3631,1729068,F,7
4659,1781721,F,168
1191,756794,F,65
1328,1502835,M,5
6831,1309606,F,27
20413,1361027,F,122
14017,895500,F,3
10233,1676025,F,12
18731,900971,F,19
6901,828365,F,16
6326,1103618,F,10
5237,1775737,F,1
18146,844768,F,14
5668,1657746,M,14
7729,1346500,F,21
1984,1581732,F,23
319,1777503,F,18
1990,990650,F,36
551,1225177,F,8
8301,1381013,F,7
2774,1177986,F,0
2888,791676,M,55
5445,1566127,F,2
7234,845104,F,2
5264,1213114,F,0
20320,1520746,F,170
6632,1209509,F,7
8904,1636783,F,32
8623,887316,F,2
13763,1906680,F,2
9641,838375,F,2
11351,1174804,M,10
28454,1907000,F,60
21993,994659,F,1
10569,1063771,F,12
28706,1925189,F,200
8755,756551,F,14
5439,1277696,F,27
3481,1758572,F,4
5756,1184825,F,5
7162,1815455,M,3
1254,1527020,M,4
4337,945594,M,3
1606,912101,F,4
1690,1256251,F,3
23203,1413487,F,349
4236,939977,F,7
4975,1202946,F,35
8544,809400,F,7
4567,1422326,M,5
25618,1757681,F,5
1290,1512459,F,3
373,1804811,M,2
6321,1922362,F,3
39,1062283,M,3
580,1065924,F,21
4568,972976,M,15
1610,774684,M,4
572,1918495,F,10
13619,1815436,F,51
10264,1586997,F,3
3044,1800620,M,2
10629,1239070,F,8
5488,1588731,M,3
1089,1310320,F,74
1609,1680897,F,59
3379,1882744,F,85
429,994783,M,2
4547,989101,F,4
536,770603,M,5
7357,1197084,F,3
2379,1332441,M,234
15040,757011,F,2
15377,1893008,F,10
7836,922418,F,53
7156,1184205,F,13
503,1636642,F,1
928,1112088,F,20
651,1591497,F,1
6292,941258,M,5
3297,1103098,F,31
22820,1187399,F,18
6684,1008278,F,9
8989,1651880,F,2
18444,1158677,F,22
16439,1666953,F,13
2860,1204983,F,4
21148,992708,F,26
373,1876962,M,19
5669,1896895,F,200
4086,1874542,F,8
11035,1621278,F,81
17338,1353156,F,4
3049,1685779,F,62
447,950035,M,2
6608,989098,M,22
4291,832315,F,2
8073,928810,F,36
7245,1149275,F,11
2423,1047155,F,1
4494,954910,M,2
3721,1099229,F,7
2406,847256,F,18
828,844981,M,3
15661,1035232,F,14
1372,1833859,M,37
19434,1187582,F,15
1449,1280252,F,33
24120,1833579,F,6
3416,1424333,F,13
2422,1768592,F,55
9455,1588696,M,2
2383,1853260,F,59
1661,950778,F,5
2374,1016948,F,17
257,1061887,F,7
64,1207129,M,35
7999,1208979,F,21
1371,1353775,F,5
990,760249,M,1
6444,1227018,M,36
1111,776006,F,3
540,1184266,M,22
6204,1749758,F,1
1917,1095804,F,2
13147,1569030,F,4
2200,1110235,F,20
12767,1102751,F,10
1022,1539802,F,0
2574,1540522,M,104
466,1245311,F,3
2420,1297918,M,15
1146,1134566,F,4
1209,1265741,M,15
5771,1744429,F,36
1978,961428,M,3
1473,1470833,F,1
19086,1669371,M,2
2169,1286636,F,86
1439,1376737,F,7
860,1815451,F,4
1350,1848628,F,3
2916,945024,F,3
4431,1067196,F,7
651,1851688,F,7
3191,1352943,M,10
989,799686,F,8
3467,1621159,M,3
9102,1749951,F,6
2001,1148047,F,15
24169,1777487,F,7
10678,1225026,F,5
2305,1546858,F,19
20520,802048,F,19
4091,1215243,F,1
874,1250522,F,17
23298,1548055,F,4
1954,789520,M,25
2344,1277694,F,37
7748,1377768,F,12
7585,1189952,F,10
4998,1374226,M,1
265,1261092,F,4
2346,1561189,F,1
15558,1562304,F,2
5806,1619357,F,77
174,1534623,F,3
2461,887307,F,1
15895,1346758,F,12
4174,984430,F,5
5851,1214122,M,4
5207,791695,F,8
713,768199,M,11
5001,1021144,F,41
989,1431117,F,12
5585,1256305,F,400
12828,1094790,F,1
47,1602213,F,39
2800,1354343,F,170
334,1664298,M,9
2680,1816285,M,31
20626,1179814,F,3
341,1844771,F,5
6876,789938,F,6
9665,1452828,F,4
2255,1632738,M,8
566,1760565,F,23
7357,1172424,F,8
14370,1526654,F,24
5967,1626602,M,70
58,1909444,F,15
8096,991822,F,2
1752,1632784,M,3
20988,1546923,F,26
2283,867853,F,0
18727,1662818,F,42
1961,945196,M,26
3997,1773936,F,5
2875,1577205,F,17
2479,1612723,M,1
2480,1918418,F,4
1383,1214301,F,35
4543,1743624,M,21
7156,1691881,F,52
2429,1006959,M,10
4567,1301104,M,8
2025,848831,M,8
3640,1708669,M,11
510,759217,M,2
5199,1171322,F,12
14395,1068562,F,29
6109,1214209,F,9
20996,828372,F,123
2785,991415,F,2
6093,1589734,M,4
23690,1820608,F,90
7728,794077,F,15
3399,1739260,F,27
6366,1058140,F,9
1263,818807,F,4
6653,835792,M,19
1159,1042557,M,9
2803,841596,F,9
5397,936519,F,30
24393,1688840,F,12
15473,1842062,F,36
1246,1371616,F,3
6466,915005,M,54
2398,767652,F,8
24430,1567006,F,244
9346,751221,F,2
6457,1877233,F,7
2516,1092175,F,5
430,1355347,M,10
2659,1373050,F,8
497,1753530,F,1
1740,1123178,F,19
4642,1630203,F,12
6230,1662840,F,1
297,1214262,F,34
559,1090303,F,2
5629,1803660,F,20
167,1069271,F,35
3127,1554586,M,32
1244,1358212,M,1
1290,1488340,F,8
5639,940993,F,19
13600,1756374,F,3
2909,1427559,M,24
15006,1360923,M,5
9665,1314291,F,4
4923,1308399,M,10
5387,1633600,M,15
566,930992,F,12
5861,1038837,F,23
393,1017114,M,47
8422,1927241,F,46
911,907601,F,18
2020,1588534,F,33
633,1034127,F,10
2999,1530190,F,10
1254,1706052,M,5
2875,1045653,F,1
7693,1833737,F,8
12656,1660686,F,11
3587,1125926,M,1
3917,930483,F,27
2780,1200123,M,18
6673,777900,F,182
18469,1866155,F,72
3917,1625973,F,64
7108,1755773,F,8
4293,1058121,F,4
1417,1396505,F,4
7180,844904,F,2
8529,920248,F,12
7,972279,F,6
2199,1596154,M,613
3326,1155160,F,62
975,1523570,M,4
1745,775795,M,6
5952,1017167,F,8
8180,1867089,F,3
1502,1859179,F,31
1089,994683,F,50
10157,1388614,F,4
793,931199,M,10
7907,837756,F,2
849,828584,F,13
9694,1554405,F,3
6828,1350397,M,2
24605,1632773,F,6
559,1031935,F,9
2471,1796184,M,7
5242,994661,F,6
3226,795647,M,2
3748,1744635,M,3
3822,1057858,F,9
5850,776926,F,160
1292,1736213,F,2
2165,1169193,M,2
8775,1157823,F,5
16645,928700,F,35
7079,1619165,F,4
24468,1767914,F,3
5026,1448770,F,11
1269,785711,F,7
3654,906818,M,32
2680,1833852,M,2
14017,1749773,F,2
3002,1664382,F,55
4564,1743656,M,3
41,854099,F,7
3584,1187423,F,29
9488,1556376,F,33
3035,1162279,M,24
1146,1200059,F,2
10720,1724522,F,9
2098,1166894,F,7
1786,1081030,F,210
16987,1632772,F,4
6470,1147951,F,19
6300,1235884,F,146
3759,924088,F,11
12676,1900531,M,1
4157,1592118,F,22
3084,869707,F,20
24830,1721075,F,13
7890,1859154,F,23
1751,1745584,M,4
4153,751902,F,3
188,1220232,F,38
9832,1380826,F,3
2617,1830121,F,8
3966,1702333,F,7
5922,1208800,F,39
192,1355542,F,14
3723,1831904,M,7
13463,1110729,F,15
4149,1045636,M,4
6056,1466742,F,14
12389,1160042,F,136
17745,920408,F,88
3829,792245,M,3
4089,1179115,F,50
17338,1157161,F,13
22316,1876955,F,3
928,1007929,F,41
5645,1186202,F,5
1395,810536,M,14
4161,1294197,M,77
6479,1152387,M,1
2875,1149563,F,7
2437,1370866,F,15
5620,1423266,F,26
3043,1216695,F,37
1338,900720,F,1
14649,1632702,F,70
9665,1222269,F,5
179,1097229,M,15
4912,1899525,F,2
839,983779,F,3
21080,1031222,F,1
3014,895406,M,1
1904,1682857,F,3
25578,1879631,F,39
2455,1035416,F,98
9035,958588,F,11
257,1370033,F,0
20037,1157878,F,31
2910,1314856,M,49
6515,1064862,M,10
22271,1282261,F,14
4822,1230997,M,27
4227,1729877,F,17
1939,900635,M,33
1024,1260178,F,64
2216,764681,F,19
2428,927442,F,11
1152,1266423,F,0
2480,1280701,F,4
15768,1630111,F,42
9080,1288626,F,88
6958,1109439,M,18
3321,1756209,F,4
3158,921068,M,9
3799,1017100,F,42
897,819116,F,3
16231,1893689,F,37
3073,1095253,F,13
3099,1210417,F,2
1930,1021182,F,69
5343,1353845,M,1
7138,1868320,F,15
7489,1931359,F,5
540,1271353,M,8
12030,954991,F,30
20520,1534687,F,4
7620,1672951,F,3
2406,1931129,F,22
2532,875195,M,30
572,760135,F,6
888,1539082,F,40
1685,991414,F,17
9735,1770587,M,1
508,1326049,M,2
26948,1868415,F,2
10800,923357,F,3
1232,810549,M,21
5388,1796559,F,52
5356,852392,M,5
2370,1266387,F,32
467,1021156,F,69
7551,1336222,F,11
12157,1899615,F,24
4715,1089171,F,12
961,1561199,M,15
10157,1236924,F,4
1328,1757061,M,22
3183,818759,F,12
2377,1449362,M,2
11511,1181138,F,116
2362,1657993,F,5
27778,1909565,F,3
5057,1165538,F,1
24807,1585061,F,7
2636,1155150,M,28
1743,948532,M,21
19788,1267826,F,2
8349,1882739,F,3
470,882325,F,2
3324,760632,M,4
1766,1088225,M,9
5478,945130,M,19
13065,1017173,F,6
20874,1054145,F,5
3269,1218172,F,101
8674,1702320,F,5
6322,1230727,M,48
12499,1241475,F,12
27103,1809924,F,37
27810,1834308,F,4
3367,1573590,F,11
25001,1874949,F,0
17,1277750,F,10
3142,1464140,M,36
7011,1542988,M,4
22271,1573610,F,9
1918,1758606,F,13
8849,1202975,F,36
